[0000013396ns] mycpu : pc = 1c0002d4, inst = 5fffde20, reg = 00, val = 00000000
[0000013398ns] mycpu : pc = 1c0002b0, inst = 02bff231, reg = 17, val = 0000000c
[0000013400ns] mycpu : pc = 1c0002b4, inst = 2880106c, reg = 12, val = 00002cd0
[0000013404ns] mycpu : pc = 1c0002b8, inst = 0017c58c, reg = 12, val = 00000002
[0000013406ns] mycpu : pc = 1c0002bc, inst = 03403d90, reg = 16, val = 00000002
[0000013408ns] mycpu : pc = 1c0002c0, inst = 0280c210, reg = 16, val = 00000032
[0000013410ns] mycpu : pc = 1c0002c4, inst = 60000a0f, reg = 00, val = 00000000
[0000013412ns] mycpu : pc = 1c0002cc, inst = 00100204, reg = 04, val = 00000032
[0000013414ns] mycpu : pc = 1c0002d0, inst = 54031400, reg = 01, val = 1c0002d4
[0000013416ns] mycpu : pc = 1c0005e4, inst = 02bfa063, reg = 03, val = 00202c90
[0000013418ns] mycpu : pc = 1c0005e8, inst = 29805061, reg = 00, val = 00202ca4
[0000013420ns] mycpu : pc = 1c0005ec, inst = 29804076, reg = 00, val = 00202ca0
[0000013422ns] mycpu : pc = 1c0005f0, inst = 00150076, reg = 22, val = 00202c90
[0000013426ns] mycpu : pc = 1c0005f4, inst = 29000064, reg = 00, val = 00202c90
[0000013428ns] mycpu : pc = 1c0005f8, inst = 29000460, reg = 00, val = 00202c91
[0000013430ns] mycpu : pc = 1c0005fc, inst = 00150064, reg = 04, val = 00202c90
[0000013432ns] mycpu : pc = 1c000600, inst = 57ffd3ff, reg = 01, val = 1c000604
[0000013434ns] mycpu : pc = 1c0005d0, inst = 1dc8004c, reg = 12, val = 000025d0
[0000013436ns] mycpu : pc = 1c0005d4, inst = 2899f18c, reg = 12, val = 00001500
[0000013440ns] mycpu : pc = 1c0005d8, inst = 0280318c, reg = 12, val = 0000150c
[0000013442ns] mycpu : pc = 1c0005dc, inst = 2880018d, reg = 13, val = 1c0004b0
[0000013448ns] mycpu : pc = 1c0005e0, inst = 4c0001a0, reg = 00, val = 1c0005e4
[0000013452ns] mycpu : pc = 1c0004b0, inst = 157f5fed, reg = 13, val = bfaff000
[0000013454ns] mycpu : pc = 1c0004b4, inst = 03bc41ad, reg = 13, val = bfafff10
[0000013456ns] mycpu : pc = 1c0004b8, inst = 2800008c, reg = 12, val = 00000032
[0000013460ns] mycpu : pc = 1c0004bc, inst = 298001ac, reg = 00, val = bfafff10
[0000013462ns] mycpu : pc = 1c0004c0, inst = 4c000020, reg = 00, val = 1c0004c4
[0000013466ns] mycpu : pc = 1c000604, inst = 001502c3, reg = 03, val = 00202c90
[0000013470ns] mycpu : pc = 1c000608, inst = 28805061, reg = 01, val = 1c0002d4
[0000013472ns] mycpu : pc = 1c00060c, inst = 28804076, reg = 22, val = 00000000
[0000013474ns] mycpu : pc = 1c000610, inst = 02806063, reg = 03, val = 00202ca8
[0000013476ns] mycpu : pc = 1c000614, inst = 4c000020, reg = 00, val = 1c000618
[0000013480ns] mycpu : pc = 1c0002d4, inst = 5fffde20, reg = 00, val = 00000000
[0000013482ns] mycpu : pc = 1c0002b0, inst = 02bff231, reg = 17, val = 00000008
[0000013484ns] mycpu : pc = 1c0002b4, inst = 2880106c, reg = 12, val = 00002cd0
[0000013488ns] mycpu : pc = 1c0002b8, inst = 0017c58c, reg = 12, val = 0000002c
[0000013490ns] mycpu : pc = 1c0002bc, inst = 03403d90, reg = 16, val = 0000000c
[0000013492ns] mycpu : pc = 1c0002c0, inst = 0280c210, reg = 16, val = 0000003c
[0000013494ns] mycpu : pc = 1c0002c4, inst = 60000a0f, reg = 00, val = 00000000
[0000013498ns] mycpu : pc = 1c0002c8, inst = 02809e10, reg = 16, val = 00000063
[0000013500ns] mycpu : pc = 1c0002cc, inst = 00100204, reg = 04, val = 00000063
[0000013502ns] mycpu : pc = 1c0002d0, inst = 54031400, reg = 01, val = 1c0002d4
[0000013504ns] mycpu : pc = 1c0005e4, inst = 02bfa063, reg = 03, val = 00202c90
[0000013506ns] mycpu : pc = 1c0005e8, inst = 29805061, reg = 00, val = 00202ca4
[0000013508ns] mycpu : pc = 1c0005ec, inst = 29804076, reg = 00, val = 00202ca0
[0000013510ns] mycpu : pc = 1c0005f0, inst = 00150076, reg = 22, val = 00202c90
[0000013514ns] mycpu : pc = 1c0005f4, inst = 29000064, reg = 00, val = 00202c90
[0000013516ns] mycpu : pc = 1c0005f8, inst = 29000460, reg = 00, val = 00202c91
[0000013518ns] mycpu : pc = 1c0005fc, inst = 00150064, reg = 04, val = 00202c90
[0000013520ns] mycpu : pc = 1c000600, inst = 57ffd3ff, reg = 01, val = 1c000604
[0000013522ns] mycpu : pc = 1c0005d0, inst = 1dc8004c, reg = 12, val = 000025d0
[0000013524ns] mycpu : pc = 1c0005d4, inst = 2899f18c, reg = 12, val = 00001500
[0000013528ns] mycpu : pc = 1c0005d8, inst = 0280318c, reg = 12, val = 0000150c
[0000013530ns] mycpu : pc = 1c0005dc, inst = 2880018d, reg = 13, val = 1c0004b0
[0000013536ns] mycpu : pc = 1c0005e0, inst = 4c0001a0, reg = 00, val = 1c0005e4
[0000013540ns] mycpu : pc = 1c0004b0, inst = 157f5fed, reg = 13, val = bfaff000
[0000013542ns] mycpu : pc = 1c0004b4, inst = 03bc41ad, reg = 13, val = bfafff10
[0000013544ns] mycpu : pc = 1c0004b8, inst = 2800008c, reg = 12, val = 00000063
[0000013548ns] mycpu : pc = 1c0004bc, inst = 298001ac, reg = 00, val = bfafff10
[0000013550ns] mycpu : pc = 1c0004c0, inst = 4c000020, reg = 00, val = 1c0004c4
[0000013554ns] mycpu : pc = 1c000604, inst = 001502c3, reg = 03, val = 00202c90
[0000013558ns] mycpu : pc = 1c000608, inst = 28805061, reg = 01, val = 1c0002d4
[0000013560ns] mycpu : pc = 1c00060c, inst = 28804076, reg = 22, val = 00000000
[0000013562ns] mycpu : pc = 1c000610, inst = 02806063, reg = 03, val = 00202ca8
[0000013564ns] mycpu : pc = 1c000614, inst = 4c000020, reg = 00, val = 1c000618
[0000013568ns] mycpu : pc = 1c0002d4, inst = 5fffde20, reg = 00, val = 00000000
[0000013570ns] mycpu : pc = 1c0002b0, inst = 02bff231, reg = 17, val = 00000004
[0000013572ns] mycpu : pc = 1c0002b4, inst = 2880106c, reg = 12, val = 00002cd0
[0000013576ns] mycpu : pc = 1c0002b8, inst = 0017c58c, reg = 12, val = 000002cd
[0000013578ns] mycpu : pc = 1c0002bc, inst = 03403d90, reg = 16, val = 0000000d
[0000013580ns] mycpu : pc = 1c0002c0, inst = 0280c210, reg = 16, val = 0000003d
[0000013582ns] mycpu : pc = 1c0002c4, inst = 60000a0f, reg = 00, val = 00000000
[0000013586ns] mycpu : pc = 1c0002c8, inst = 02809e10, reg = 16, val = 00000064
[0000013588ns] mycpu : pc = 1c0002cc, inst = 00100204, reg = 04, val = 00000064
[0000013590ns] mycpu : pc = 1c0002d0, inst = 54031400, reg = 01, val = 1c0002d4
[0000013592ns] mycpu : pc = 1c0005e4, inst = 02bfa063, reg = 03, val = 00202c90
[0000013594ns] mycpu : pc = 1c0005e8, inst = 29805061, reg = 00, val = 00202ca4
[0000013596ns] mycpu : pc = 1c0005ec, inst = 29804076, reg = 00, val = 00202ca0
[0000013598ns] mycpu : pc = 1c0005f0, inst = 00150076, reg = 22, val = 00202c90
[0000013602ns] mycpu : pc = 1c0005f4, inst = 29000064, reg = 00, val = 00202c90
[0000013604ns] mycpu : pc = 1c0005f8, inst = 29000460, reg = 00, val = 00202c91
[0000013606ns] mycpu : pc = 1c0005fc, inst = 00150064, reg = 04, val = 00202c90
[0000013608ns] mycpu : pc = 1c000600, inst = 57ffd3ff, reg = 01, val = 1c000604
[0000013610ns] mycpu : pc = 1c0005d0, inst = 1dc8004c, reg = 12, val = 000025d0
[0000013612ns] mycpu : pc = 1c0005d4, inst = 2899f18c, reg = 12, val = 00001500
[0000013616ns] mycpu : pc = 1c0005d8, inst = 0280318c, reg = 12, val = 0000150c
[0000013618ns] mycpu : pc = 1c0005dc, inst = 2880018d, reg = 13, val = 1c0004b0
[0000013624ns] mycpu : pc = 1c0005e0, inst = 4c0001a0, reg = 00, val = 1c0005e4
[0000013628ns] mycpu : pc = 1c0004b0, inst = 157f5fed, reg = 13, val = bfaff000
[0000013630ns] mycpu : pc = 1c0004b4, inst = 03bc41ad, reg = 13, val = bfafff10
[0000013632ns] mycpu : pc = 1c0004b8, inst = 2800008c, reg = 12, val = 00000064
[0000013636ns] mycpu : pc = 1c0004bc, inst = 298001ac, reg = 00, val = bfafff10
[0000013638ns] mycpu : pc = 1c0004c0, inst = 4c000020, reg = 00, val = 1c0004c4
[0000013642ns] mycpu : pc = 1c000604, inst = 001502c3, reg = 03, val = 00202c90
[0000013646ns] mycpu : pc = 1c000608, inst = 28805061, reg = 01, val = 1c0002d4
[0000013648ns] mycpu : pc = 1c00060c, inst = 28804076, reg = 22, val = 00000000
[0000013650ns] mycpu : pc = 1c000610, inst = 02806063, reg = 03, val = 00202ca8
[0000013652ns] mycpu : pc = 1c000614, inst = 4c000020, reg = 00, val = 1c000618
[0000013656ns] mycpu : pc = 1c0002d4, inst = 5fffde20, reg = 00, val = 00000000
[0000013658ns] mycpu : pc = 1c0002b0, inst = 02bff231, reg = 17, val = 00000000
[0000013660ns] mycpu : pc = 1c0002b4, inst = 2880106c, reg = 12, val = 00002cd0
[0000013664ns] mycpu : pc = 1c0002b8, inst = 0017c58c, reg = 12, val = 00002cd0
[0000013666ns] mycpu : pc = 1c0002bc, inst = 03403d90, reg = 16, val = 00000000
[0000013668ns] mycpu : pc = 1c0002c0, inst = 0280c210, reg = 16, val = 00000030
[0000013670ns] mycpu : pc = 1c0002c4, inst = 60000a0f, reg = 00, val = 00000000
[0000013674ns] mycpu : pc = 1c0002cc, inst = 00100204, reg = 04, val = 00000030
[0000013676ns] mycpu : pc = 1c0002d0, inst = 54031400, reg = 01, val = 1c0002d4
[0000013678ns] mycpu : pc = 1c0005e4, inst = 02bfa063, reg = 03, val = 00202c90
[0000013680ns] mycpu : pc = 1c0005e8, inst = 29805061, reg = 00, val = 00202ca4
[0000013682ns] mycpu : pc = 1c0005ec, inst = 29804076, reg = 00, val = 00202ca0
[0000013684ns] mycpu : pc = 1c0005f0, inst = 00150076, reg = 22, val = 00202c90
[0000013688ns] mycpu : pc = 1c0005f4, inst = 29000064, reg = 00, val = 00202c90
[0000013690ns] mycpu : pc = 1c0005f8, inst = 29000460, reg = 00, val = 00202c91
[0000013692ns] mycpu : pc = 1c0005fc, inst = 00150064, reg = 04, val = 00202c90
[0000013694ns] mycpu : pc = 1c000600, inst = 57ffd3ff, reg = 01, val = 1c000604
[0000013696ns] mycpu : pc = 1c0005d0, inst = 1dc8004c, reg = 12, val = 000025d0
[0000013698ns] mycpu : pc = 1c0005d4, inst = 2899f18c, reg = 12, val = 00001500
[0000013702ns] mycpu : pc = 1c0005d8, inst = 0280318c, reg = 12, val = 0000150c
[0000013704ns] mycpu : pc = 1c0005dc, inst = 2880018d, reg = 13, val = 1c0004b0
[0000013710ns] mycpu : pc = 1c0005e0, inst = 4c0001a0, reg = 00, val = 1c0005e4
[0000013714ns] mycpu : pc = 1c0004b0, inst = 157f5fed, reg = 13, val = bfaff000
[0000013716ns] mycpu : pc = 1c0004b4, inst = 03bc41ad, reg = 13, val = bfafff10
[0000013718ns] mycpu : pc = 1c0004b8, inst = 2800008c, reg = 12, val = 00000030
[0000013722ns] mycpu : pc = 1c0004bc, inst = 298001ac, reg = 00, val = bfafff10
[0000013724ns] mycpu : pc = 1c0004c0, inst = 4c000020, reg = 00, val = 1c0004c4
[0000013728ns] mycpu : pc = 1c000604, inst = 001502c3, reg = 03, val = 00202c90
[0000013732ns] mycpu : pc = 1c000608, inst = 28805061, reg = 01, val = 1c0002d4
[0000013734ns] mycpu : pc = 1c00060c, inst = 28804076, reg = 22, val = 00000000
[0000013736ns] mycpu : pc = 1c000610, inst = 02806063, reg = 03, val = 00202ca8
[0000013738ns] mycpu : pc = 1c000614, inst = 4c000020, reg = 00, val = 1c000618
[0000013742ns] mycpu : pc = 1c0002d4, inst = 5fffde20, reg = 00, val = 00000000
[0000013746ns] mycpu : pc = 1c0002d8, inst = 28800061, reg = 01, val = 1c00016c
[0000013748ns] mycpu : pc = 1c0002dc, inst = 02802063, reg = 03, val = 00202cb0
[0000013752ns] mycpu : pc = 1c0002e0, inst = 4c000020, reg = 00, val = 1c0002e4
[0000013756ns] mycpu : pc = 1c00016c, inst = 1dc80064, reg = 04, val = 0000316c
[0000013778ns] mycpu : pc = 1c000170, inst = 28a95084, reg = 04, val = 00001a4e
[0000013782ns] mycpu : pc = 1c000174, inst = 54063c00, reg = 01, val = 1c000178
[0000013786ns] mycpu : pc = 1c0007b0, inst = 02bfc063, reg = 03, val = 00202ca0
[0000013788ns] mycpu : pc = 1c0007b4, inst = 29802076, reg = 00, val = 00202ca8
[0000013790ns] mycpu : pc = 1c0007b8, inst = 29803061, reg = 00, val = 00202cac
[0000013792ns] mycpu : pc = 1c0007bc, inst = 00150096, reg = 22, val = 00001a4e
[0000013796ns] mycpu : pc = 1c0007c0, inst = 28000084, reg = 04, val = 0000000a
[0000013802ns] mycpu : pc = 1c0007c4, inst = 58001480, reg = 00, val = 00000000
[0000013804ns] mycpu : pc = 1c0007c8, inst = 028006d6, reg = 22, val = 00001a4f
[0000013806ns] mycpu : pc = 1c0007cc, inst = 57fe1bff, reg = 01, val = 1c0007d0
[0000013808ns] mycpu : pc = 1c0005e4, inst = 02bfa063, reg = 03, val = 00202c88
[0000013810ns] mycpu : pc = 1c0005e8, inst = 29805061, reg = 00, val = 00202c9c
[0000013812ns] mycpu : pc = 1c0005ec, inst = 29804076, reg = 00, val = 00202c98
[0000013814ns] mycpu : pc = 1c0005f0, inst = 00150076, reg = 22, val = 00202c88
[0000013818ns] mycpu : pc = 1c0005f4, inst = 29000064, reg = 00, val = 00202c88
[0000013820ns] mycpu : pc = 1c0005f8, inst = 29000460, reg = 00, val = 00202c89
[0000013822ns] mycpu : pc = 1c0005fc, inst = 00150064, reg = 04, val = 00202c88
[0000013824ns] mycpu : pc = 1c000600, inst = 57ffd3ff, reg = 01, val = 1c000604
[0000013826ns] mycpu : pc = 1c0005d0, inst = 1dc8004c, reg = 12, val = 000025d0
[0000013828ns] mycpu : pc = 1c0005d4, inst = 2899f18c, reg = 12, val = 00001500
[0000013832ns] mycpu : pc = 1c0005d8, inst = 0280318c, reg = 12, val = 0000150c
[0000013834ns] mycpu : pc = 1c0005dc, inst = 2880018d, reg = 13, val = 1c0004b0
[0000013840ns] mycpu : pc = 1c0005e0, inst = 4c0001a0, reg = 00, val = 1c0005e4
[0000013844ns] mycpu : pc = 1c0004b0, inst = 157f5fed, reg = 13, val = bfaff000
[0000013846ns] mycpu : pc = 1c0004b4, inst = 03bc41ad, reg = 13, val = bfafff10
[0000013848ns] mycpu : pc = 1c0004b8, inst = 2800008c, reg = 12, val = 0000000a
[0000013852ns] mycpu : pc = 1c0004bc, inst = 298001ac, reg = 00, val = bfafff10
[0000013854ns] mycpu : pc = 1c0004c0, inst = 4c000020, reg = 00, val = 1c0004c4
[0000013858ns] mycpu : pc = 1c000604, inst = 001502c3, reg = 03, val = 00202c88
[0000013862ns] mycpu : pc = 1c000608, inst = 28805061, reg = 01, val = 1c0007d0
[0000013864ns] mycpu : pc = 1c00060c, inst = 28804076, reg = 22, val = 00001a4f
[0000013866ns] mycpu : pc = 1c000610, inst = 02806063, reg = 03, val = 00202ca0
[0000013868ns] mycpu : pc = 1c000614, inst = 4c000020, reg = 00, val = 1c000618
[0000013872ns] mycpu : pc = 1c0007d0, inst = 280002c4, reg = 04, val = 00000068
[0000013878ns] mycpu : pc = 1c0007d4, inst = 5ffff480, reg = 00, val = 00000000
[0000013880ns] mycpu : pc = 1c0007c8, inst = 028006d6, reg = 22, val = 00001a50
[0000013882ns] mycpu : pc = 1c0007cc, inst = 57fe1bff, reg = 01, val = 1c0007d0
[0000013884ns] mycpu : pc = 1c0005e4, inst = 02bfa063, reg = 03, val = 00202c88
[0000013886ns] mycpu : pc = 1c0005e8, inst = 29805061, reg = 00, val = 00202c9c
[0000013888ns] mycpu : pc = 1c0005ec, inst = 29804076, reg = 00, val = 00202c98
[0000013890ns] mycpu : pc = 1c0005f0, inst = 00150076, reg = 22, val = 00202c88
[0000013894ns] mycpu : pc = 1c0005f4, inst = 29000064, reg = 00, val = 00202c88
[0000013896ns] mycpu : pc = 1c0005f8, inst = 29000460, reg = 00, val = 00202c89
[0000013898ns] mycpu : pc = 1c0005fc, inst = 00150064, reg = 04, val = 00202c88
[0000013900ns] mycpu : pc = 1c000600, inst = 57ffd3ff, reg = 01, val = 1c000604
[0000013902ns] mycpu : pc = 1c0005d0, inst = 1dc8004c, reg = 12, val = 000025d0
[0000013904ns] mycpu : pc = 1c0005d4, inst = 2899f18c, reg = 12, val = 00001500
[0000013908ns] mycpu : pc = 1c0005d8, inst = 0280318c, reg = 12, val = 0000150c
[0000013910ns] mycpu : pc = 1c0005dc, inst = 2880018d, reg = 13, val = 1c0004b0
[0000013916ns] mycpu : pc = 1c0005e0, inst = 4c0001a0, reg = 00, val = 1c0005e4
[0000013920ns] mycpu : pc = 1c0004b0, inst = 157f5fed, reg = 13, val = bfaff000
[0000013922ns] mycpu : pc = 1c0004b4, inst = 03bc41ad, reg = 13, val = bfafff10
[0000013924ns] mycpu : pc = 1c0004b8, inst = 2800008c, reg = 12, val = 00000068
[0000013928ns] mycpu : pc = 1c0004bc, inst = 298001ac, reg = 00, val = bfafff10
[0000013930ns] mycpu : pc = 1c0004c0, inst = 4c000020, reg = 00, val = 1c0004c4
[0000013934ns] mycpu : pc = 1c000604, inst = 001502c3, reg = 03, val = 00202c88
[0000013938ns] mycpu : pc = 1c000608, inst = 28805061, reg = 01, val = 1c0007d0
[0000013940ns] mycpu : pc = 1c00060c, inst = 28804076, reg = 22, val = 00001a50
[0000013942ns] mycpu : pc = 1c000610, inst = 02806063, reg = 03, val = 00202ca0
[0000013944ns] mycpu : pc = 1c000614, inst = 4c000020, reg = 00, val = 1c000618
[0000013956ns] mycpu : pc = 1c0007d0, inst = 280002c4, reg = 04, val = 00000065
[0000013962ns] mycpu : pc = 1c0007d4, inst = 5ffff480, reg = 00, val = 00000000
[0000013964ns] mycpu : pc = 1c0007c8, inst = 028006d6, reg = 22, val = 00001a51
[0000013966ns] mycpu : pc = 1c0007cc, inst = 57fe1bff, reg = 01, val = 1c0007d0
[0000013968ns] mycpu : pc = 1c0005e4, inst = 02bfa063, reg = 03, val = 00202c88
[0000013970ns] mycpu : pc = 1c0005e8, inst = 29805061, reg = 00, val = 00202c9c
[0000013972ns] mycpu : pc = 1c0005ec, inst = 29804076, reg = 00, val = 00202c98
[0000013974ns] mycpu : pc = 1c0005f0, inst = 00150076, reg = 22, val = 00202c88
[0000013978ns] mycpu : pc = 1c0005f4, inst = 29000064, reg = 00, val = 00202c88
[0000013980ns] mycpu : pc = 1c0005f8, inst = 29000460, reg = 00, val = 00202c89
[0000013982ns] mycpu : pc = 1c0005fc, inst = 00150064, reg = 04, val = 00202c88
[0000013984ns] mycpu : pc = 1c000600, inst = 57ffd3ff, reg = 01, val = 1c000604
[0000013986ns] mycpu : pc = 1c0005d0, inst = 1dc8004c, reg = 12, val = 000025d0
[0000013988ns] mycpu : pc = 1c0005d4, inst = 2899f18c, reg = 12, val = 00001500
[0000013992ns] mycpu : pc = 1c0005d8, inst = 0280318c, reg = 12, val = 0000150c
[0000013994ns] mycpu : pc = 1c0005dc, inst = 2880018d, reg = 13, val = 1c0004b0
[0000014000ns] mycpu : pc = 1c0005e0, inst = 4c0001a0, reg = 00, val = 1c0005e4
[0000014004ns] mycpu : pc = 1c0004b0, inst = 157f5fed, reg = 13, val = bfaff000
[0000014006ns] mycpu : pc = 1c0004b4, inst = 03bc41ad, reg = 13, val = bfafff10
[0000014008ns] mycpu : pc = 1c0004b8, inst = 2800008c, reg = 12, val = 00000065
[0000014012ns] mycpu : pc = 1c0004bc, inst = 298001ac, reg = 00, val = bfafff10
[0000014014ns] mycpu : pc = 1c0004c0, inst = 4c000020, reg = 00, val = 1c0004c4
[0000014018ns] mycpu : pc = 1c000604, inst = 001502c3, reg = 03, val = 00202c88
[0000014022ns] mycpu : pc = 1c000608, inst = 28805061, reg = 01, val = 1c0007d0
[0000014024ns] mycpu : pc = 1c00060c, inst = 28804076, reg = 22, val = 00001a51
[0000014026ns] mycpu : pc = 1c000610, inst = 02806063, reg = 03, val = 00202ca0
[0000014028ns] mycpu : pc = 1c000614, inst = 4c000020, reg = 00, val = 1c000618
[0000014032ns] mycpu : pc = 1c0007d0, inst = 280002c4, reg = 04, val = 00000061
[0000014038ns] mycpu : pc = 1c0007d4, inst = 5ffff480, reg = 00, val = 00000000
[0000014040ns] mycpu : pc = 1c0007c8, inst = 028006d6, reg = 22, val = 00001a52
[0000014042ns] mycpu : pc = 1c0007cc, inst = 57fe1bff, reg = 01, val = 1c0007d0
[0000014044ns] mycpu : pc = 1c0005e4, inst = 02bfa063, reg = 03, val = 00202c88
[0000014046ns] mycpu : pc = 1c0005e8, inst = 29805061, reg = 00, val = 00202c9c
[0000014048ns] mycpu : pc = 1c0005ec, inst = 29804076, reg = 00, val = 00202c98
[0000014050ns] mycpu : pc = 1c0005f0, inst = 00150076, reg = 22, val = 00202c88
[0000014054ns] mycpu : pc = 1c0005f4, inst = 29000064, reg = 00, val = 00202c88
[0000014056ns] mycpu : pc = 1c0005f8, inst = 29000460, reg = 00, val = 00202c89
[0000014058ns] mycpu : pc = 1c0005fc, inst = 00150064, reg = 04, val = 00202c88
[0000014060ns] mycpu : pc = 1c000600, inst = 57ffd3ff, reg = 01, val = 1c000604
[0000014062ns] mycpu : pc = 1c0005d0, inst = 1dc8004c, reg = 12, val = 000025d0
[0000014064ns] mycpu : pc = 1c0005d4, inst = 2899f18c, reg = 12, val = 00001500
[0000014068ns] mycpu : pc = 1c0005d8, inst = 0280318c, reg = 12, val = 0000150c
[0000014070ns] mycpu : pc = 1c0005dc, inst = 2880018d, reg = 13, val = 1c0004b0
[0000014076ns] mycpu : pc = 1c0005e0, inst = 4c0001a0, reg = 00, val = 1c0005e4
[0000014080ns] mycpu : pc = 1c0004b0, inst = 157f5fed, reg = 13, val = bfaff000
[0000014082ns] mycpu : pc = 1c0004b4, inst = 03bc41ad, reg = 13, val = bfafff10
[0000014084ns] mycpu : pc = 1c0004b8, inst = 2800008c, reg = 12, val = 00000061
[0000014088ns] mycpu : pc = 1c0004bc, inst = 298001ac, reg = 00, val = bfafff10
[0000014090ns] mycpu : pc = 1c0004c0, inst = 4c000020, reg = 00, val = 1c0004c4
[0000014094ns] mycpu : pc = 1c000604, inst = 001502c3, reg = 03, val = 00202c88
[0000014098ns] mycpu : pc = 1c000608, inst = 28805061, reg = 01, val = 1c0007d0
[0000014100ns] mycpu : pc = 1c00060c, inst = 28804076, reg = 22, val = 00001a52
[0000014102ns] mycpu : pc = 1c000610, inst = 02806063, reg = 03, val = 00202ca0
[0000014104ns] mycpu : pc = 1c000614, inst = 4c000020, reg = 00, val = 1c000618
[0000014108ns] mycpu : pc = 1c0007d0, inst = 280002c4, reg = 04, val = 00000070
[0000014114ns] mycpu : pc = 1c0007d4, inst = 5ffff480, reg = 00, val = 00000000
[0000014116ns] mycpu : pc = 1c0007c8, inst = 028006d6, reg = 22, val = 00001a53
[0000014118ns] mycpu : pc = 1c0007cc, inst = 57fe1bff, reg = 01, val = 1c0007d0
[0000014120ns] mycpu : pc = 1c0005e4, inst = 02bfa063, reg = 03, val = 00202c88
[0000014122ns] mycpu : pc = 1c0005e8, inst = 29805061, reg = 00, val = 00202c9c
[0000014124ns] mycpu : pc = 1c0005ec, inst = 29804076, reg = 00, val = 00202c98
[0000014126ns] mycpu : pc = 1c0005f0, inst = 00150076, reg = 22, val = 00202c88
[0000014130ns] mycpu : pc = 1c0005f4, inst = 29000064, reg = 00, val = 00202c88
[0000014132ns] mycpu : pc = 1c0005f8, inst = 29000460, reg = 00, val = 00202c89
[0000014134ns] mycpu : pc = 1c0005fc, inst = 00150064, reg = 04, val = 00202c88
[0000014136ns] mycpu : pc = 1c000600, inst = 57ffd3ff, reg = 01, val = 1c000604
[0000014138ns] mycpu : pc = 1c0005d0, inst = 1dc8004c, reg = 12, val = 000025d0
[0000014140ns] mycpu : pc = 1c0005d4, inst = 2899f18c, reg = 12, val = 00001500
[0000014144ns] mycpu : pc = 1c0005d8, inst = 0280318c, reg = 12, val = 0000150c
[0000014146ns] mycpu : pc = 1c0005dc, inst = 2880018d, reg = 13, val = 1c0004b0
[0000014152ns] mycpu : pc = 1c0005e0, inst = 4c0001a0, reg = 00, val = 1c0005e4
[0000014156ns] mycpu : pc = 1c0004b0, inst = 157f5fed, reg = 13, val = bfaff000
[0000014158ns] mycpu : pc = 1c0004b4, inst = 03bc41ad, reg = 13, val = bfafff10
[0000014160ns] mycpu : pc = 1c0004b8, inst = 2800008c, reg = 12, val = 00000070
[0000014164ns] mycpu : pc = 1c0004bc, inst = 298001ac, reg = 00, val = bfafff10
[0000014166ns] mycpu : pc = 1c0004c0, inst = 4c000020, reg = 00, val = 1c0004c4
[0000014170ns] mycpu : pc = 1c000604, inst = 001502c3, reg = 03, val = 00202c88
[0000014174ns] mycpu : pc = 1c000608, inst = 28805061, reg = 01, val = 1c0007d0
[0000014176ns] mycpu : pc = 1c00060c, inst = 28804076, reg = 22, val = 00001a53
[0000014178ns] mycpu : pc = 1c000610, inst = 02806063, reg = 03, val = 00202ca0
[0000014180ns] mycpu : pc = 1c000614, inst = 4c000020, reg = 00, val = 1c000618
[0000014184ns] mycpu : pc = 1c0007d0, inst = 280002c4, reg = 04, val = 00000020
[0000014190ns] mycpu : pc = 1c0007d4, inst = 5ffff480, reg = 00, val = 00000000
[0000014192ns] mycpu : pc = 1c0007c8, inst = 028006d6, reg = 22, val = 00001a54
[0000014194ns] mycpu : pc = 1c0007cc, inst = 57fe1bff, reg = 01, val = 1c0007d0
[0000014196ns] mycpu : pc = 1c0005e4, inst = 02bfa063, reg = 03, val = 00202c88
[0000014198ns] mycpu : pc = 1c0005e8, inst = 29805061, reg = 00, val = 00202c9c
[0000014200ns] mycpu : pc = 1c0005ec, inst = 29804076, reg = 00, val = 00202c98
[0000014202ns] mycpu : pc = 1c0005f0, inst = 00150076, reg = 22, val = 00202c88
[0000014206ns] mycpu : pc = 1c0005f4, inst = 29000064, reg = 00, val = 00202c88
[0000014208ns] mycpu : pc = 1c0005f8, inst = 29000460, reg = 00, val = 00202c89
[0000014210ns] mycpu : pc = 1c0005fc, inst = 00150064, reg = 04, val = 00202c88
[0000014212ns] mycpu : pc = 1c000600, inst = 57ffd3ff, reg = 01, val = 1c000604
[0000014214ns] mycpu : pc = 1c0005d0, inst = 1dc8004c, reg = 12, val = 000025d0
[0000014216ns] mycpu : pc = 1c0005d4, inst = 2899f18c, reg = 12, val = 00001500
[0000014220ns] mycpu : pc = 1c0005d8, inst = 0280318c, reg = 12, val = 0000150c
[0000014222ns] mycpu : pc = 1c0005dc, inst = 2880018d, reg = 13, val = 1c0004b0
[0000014228ns] mycpu : pc = 1c0005e0, inst = 4c0001a0, reg = 00, val = 1c0005e4
[0000014232ns] mycpu : pc = 1c0004b0, inst = 157f5fed, reg = 13, val = bfaff000
[0000014234ns] mycpu : pc = 1c0004b4, inst = 03bc41ad, reg = 13, val = bfafff10
[0000014236ns] mycpu : pc = 1c0004b8, inst = 2800008c, reg = 12, val = 00000020
[0000014240ns] mycpu : pc = 1c0004bc, inst = 298001ac, reg = 00, val = bfafff10
